Cast Vote Record	Precinct	Payson City Council 1st Choice Payson City Council	Payson City Council 2nd Choice Payson City Council	Payson City Council 3rd Choice Payson City Council	Payson City Council 4th Choice Payson City Council	Payson City Council 5th Choice Payson City Council
33099	PA06	SCOTT PINKHAM	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON
33100	PA03	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
33101	PA02	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM	LINDA CARTER	BRIAN V. HULET
33102	PA08	overvote	undervote	undervote	undervote	undervote
33103	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33104	PA08	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33105	PA08	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33106	PA05	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33107	PA02	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL
33108	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33109	PA02	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL
33110	PA02	BRIAN V. HULET	DOUG WELTON	undervote	undervote	undervote
33111	PA05	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
33112	PA05	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
33113	PA07	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
33114	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33115	PA01	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33116	PA01	BRIAN V. HULET	LINDA CARTER	undervote	undervote	undervote
33117	PA01	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL
33118	PA01	BRIAN V. HULET	LINDA CARTER	undervote	undervote	undervote
33119	PA03	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33120	PA08	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33121	PA01	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
33122	PA01	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
33123	PA01	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33124	PA07	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL
33125	PA01	CARY KENNETH STOCKWELL	SCOTT PINKHAM	undervote	undervote	undervote
33126	PA04	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33127	PA01	CARY KENNETH STOCKWELL	SCOTT PINKHAM	undervote	undervote	undervote
33128	PA02	undervote	undervote	undervote	undervote	undervote
33129	PA04	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	undervote	undervote
33130	PA04	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
33131	PA04	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL
33132	PA04	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
33133	PA02	DOUG WELTON	undervote	undervote	undervote	undervote
33134	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM
33135	PA07	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL
33136	PA06	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33137	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	undervote	undervote
33138	PA02	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	undervote	undervote
33139	PA03	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
33140	PA02	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33141	PA01	BRIAN V. HULET	SCOTT PINKHAM	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33142	PA01	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33143	PA01	SCOTT PINKHAM	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	LINDA CARTER
33144	PA08	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET
33145	PA02	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL
33146	PA04	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33147	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	undervote	undervote
33148	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33149	PA06	CARY KENNETH STOCKWELL	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM
33150	PA02	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL
33151	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33152	PA01	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33153	PA05	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
33154	PA08	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33155	PA08	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL	BRIAN V. HULET	DOUG WELTON
33156	PA06	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33157	PA02	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33158	PA08	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
33159	PA08	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
33160	PA08	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
33161	PA08	overvote	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
33162	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33163	PA06	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	LINDA CARTER
33164	PA06	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	LINDA CARTER
33165	PA01	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	CARY KENNETH STOCKWELL
33166	PA07	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
33167	PA08	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER
33168	PA02	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33169	PA08	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33170	PA03	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET
33171	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	undervote	undervote	overvote
33172	PA04	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33173	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33174	PA03	SCOTT PINKHAM	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL
33175	PA06	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	LINDA CARTER
33176	PA06	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	LINDA CARTER
33177	PA05	SCOTT PINKHAM	LINDA CARTER	undervote	undervote	undervote
33178	PA05	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	undervote
33179	PA08	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33180	PA06	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33181	PA08	undervote	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	LINDA CARTER
33182	PA05	overvote	undervote	undervote	undervote	overvote
33183	PA05	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	undervote	undervote
33184	PA05	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER
33185	PA05	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER
33186	PA03	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33187	PA04	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER
33188	PA04	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	undervote
33189	PA07	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33190	PA07	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33191	PA07	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
33192	PA07	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
33193	PA05	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33194	PA06	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	undervote	undervote
33195	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33196	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET
33197	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33198	PA08	DOUG WELTON	SCOTT PINKHAM	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL
33199	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
33200	PA02	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33201	PA01	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL
33202	PA02	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33203	PA02	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33204	PA02	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33205	PA03	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33206	PA03	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33207	PA05	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33208	PA05	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33209	PA02	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL
33210	PA02	BRIAN V. HULET	undervote	undervote	undervote	undervote
33211	PA02	BRIAN V. HULET	undervote	undervote	undervote	undervote
33212	PA02	BRIAN V. HULET	undervote	undervote	undervote	undervote
33213	PA02	BRIAN V. HULET	undervote	undervote	undervote	undervote
33214	PA01	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33215	PA01	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33216	PA02	DOUG WELTON	undervote	undervote	undervote	undervote
33217	PA02	DOUG WELTON	undervote	undervote	undervote	undervote
33218	PA04	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	undervote	undervote
33219	PA04	LINDA CARTER	undervote	undervote	undervote	undervote
33220	PA07	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL
33221	PA07	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
33222	PA07	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
33223	PA07	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33224	PA07	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33225	PA07	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33226	PA07	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33227	PA07	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33228	PA07	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33229	PA07	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33230	PA08	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33231	PA08	overvote	undervote	undervote	undervote	undervote
33232	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33233	PA06	LINDA CARTER	overvote	CARY KENNETH STOCKWELL	undervote	undervote
33234	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM	undervote	undervote
33235	PA06	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET
33236	PA06	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33237	PA06	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33238	PA06	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	DOUG WELTON
33239	PA08	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
33240	PA08	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
33241	PA08	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON
33242	PA08	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33243	PA02	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33244	PA07	CARY KENNETH STOCKWELL	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM
33245	PA08	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL
33246	PA02	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	undervote	undervote
33247	PA05	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL	DOUG WELTON
33248	PA06	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33249	PA04	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	undervote	undervote
33650	PA02	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON
33651	PA02	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET	DOUG WELTON
33652	PA02	LINDA CARTER	overvote	BRIAN V. HULET	SCOTT PINKHAM	undervote
33653	PA03	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
33654	PA08	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33655	PA05	LINDA CARTER	BRIAN V. HULET	undervote	undervote	undervote
33656	PA05	LINDA CARTER	BRIAN V. HULET	undervote	undervote	undervote
33657	PA04	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL	DOUG WELTON
33658	PA04	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33659	PA08	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
33660	PA04	DOUG WELTON	undervote	undervote	undervote	undervote
33661	PA04	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	undervote	undervote
33662	PA02	DOUG WELTON	BRIAN V. HULET	undervote	undervote	undervote
33663	PA07	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON
33664	PA07	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33665	PA07	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33666	PA01	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET
33667	PA01	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	undervote	undervote
33668	PA01	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	undervote	undervote
33669	PA01	BRIAN V. HULET	LINDA CARTER	undervote	undervote	undervote
33670	PA02	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
33671	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33672	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33673	PA01	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33674	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	undervote	undervote
33675	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	undervote	undervote
33676	PA07	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	undervote	undervote
33677	PA04	SCOTT PINKHAM	undervote	undervote	undervote	undervote
33678	PA01	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET
33679	PA01	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33680	PA01	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM
33681	PA06	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33682	PA08	BRIAN V. HULET	DOUG WELTON	undervote	undervote	undervote
33683	PA06	BRIAN V. HULET	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33684	PA05	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM
33685	PA08	BRIAN V. HULET	DOUG WELTON	undervote	undervote	undervote
33686	PA04	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER	CARY KENNETH STOCKWELL
33687	PA04	LINDA CARTER	CARY KENNETH STOCKWELL	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33688	PA04	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
33689	PA07	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33690	PA07	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM
33691	PA03	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33692	PA01	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON
33693	PA01	DOUG WELTON	LINDA CARTER	undervote	undervote	undervote
33694	PA01	DOUG WELTON	LINDA CARTER	undervote	undervote	undervote
33695	PA02	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33696	PA01	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	undervote	undervote
33697	PA01	DOUG WELTON	LINDA CARTER	SCOTT PINKHAM	BRIAN V. HULET	CARY KENNETH STOCKWELL
33698	PA07	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33699	PA07	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33700	PA04	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON	LINDA CARTER	BRIAN V. HULET
33701	PA04	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	undervote	undervote
33702	PA03	BRIAN V. HULET	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER
33703	PA03	BRIAN V. HULET	CARY KENNETH STOCKWELL	DOUG WELTON	SCOTT PINKHAM	LINDA CARTER
33704	PA01	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33705	PA01	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM	BRIAN V. HULET
33706	PA06	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33707	PA03	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33708	PA01	SCOTT PINKHAM	DOUG WELTON	LINDA CARTER	undervote	undervote
33709	PA02	BRIAN V. HULET	undervote	undervote	undervote	undervote
33710	PA08	LINDA CARTER	SCOTT PINKHAM	DOUG WELTON	undervote	undervote
33711	PA03	CARY KENNETH STOCKWELL	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM
33712	PA02	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33713	PA03	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33714	PA07	DOUG WELTON	BRIAN V. HULET	LINDA CARTER	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33715	PA01	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM	LINDA CARTER
33716	PA07	overvote	undervote	undervote	undervote	SCOTT PINKHAM
33717	PA07	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33718	PA02	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	LINDA CARTER	SCOTT PINKHAM
33719	PA02	BRIAN V. HULET	undervote	undervote	undervote	undervote
33720	PA05	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33721	PA07	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
33722	PA07	DOUG WELTON	LINDA CARTER	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM
33723	PA06	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33724	PA04	DOUG WELTON	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33725	PA06	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33726	PA03	CARY KENNETH STOCKWELL	SCOTT PINKHAM	DOUG WELTON	CARY KENNETH STOCKWELL	LINDA CARTER
33727	PA01	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33728	PA03	BRIAN V. HULET	LINDA CARTER	DOUG WELTON	undervote	undervote
33729	PA07	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33730	PA07	LINDA CARTER	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL
33731	PA04	BRIAN V. HULET	DOUG WELTON	SCOTT PINKHAM	CARY KENNETH STOCKWELL	LINDA CARTER
33732	PA04	DOUG WELTON	CARY KENNETH STOCKWELL	BRIAN V. HULET	SCOTT PINKHAM	LINDA CARTER
33733	PA03	LINDA CARTER	DOUG WELTON	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
33734	PA03	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	undervote	undervote
33735	PA03	DOUG WELTON	LINDA CARTER	BRIAN V. HULET	CARY KENNETH STOCKWELL	SCOTT PINKHAM
